no,name,typesetting,kunnrei,font,color,created,kana
18346,安心太郎,安心太郎,annsinntarou,,4,5.14.0,
18347,あの不安,あの不安,anohuann,,5,5.14.0,
18348,この不安,この不安,konohuann,,6,5.14.0,
18349,その不安,その不安,sonohuann,,7,5.14.0,
18350,どの不安,どの不安,donohuann,,8,5.14.0,
18351,マイ不安,マイ不安,maihuann,,9,5.14.0,
18352,俺の不安,俺の不安,orenohuann,,10,5.14.0,
18353,鬼の不安,鬼の不安,oninohuann,,11,5.14.0,
18354,君の不安,君の不安,kiminohuann,,0,5.14.0,
18355,私の不安,私の不安,watasinohuann,,1,5.14.0,
18356,僕の不安,僕の不安,bokunohuann,,2,5.14.0,
18357,夢の不安,夢の不安,yumenohuann,,3,5.14.0,
18358,魔の不安,魔の不安,manohuann,,4,5.14.0,
18359,一部不安,一部不安,itibuhuann,,5,5.14.0,
18360,全部不安,全部不安,zennbuhuann,,6,5.14.0,
18361,全員不安,全員不安,zenninnhuann,,7,5.14.0,
18362,不安あり,不安あり,huannari,,8,5.14.0,
18363,不安ある,不安ある,huannaru,,9,5.14.0,
18364,不安ない,不安ない,huannnai,,10,5.14.0,
18365,不安なし,不安なし,huannnasi,,11,5.14.0,
18366,不安かも,不安かも,huannkamo,,0,5.14.0,
18367,不安かよ,不安かよ,huannkayo,,1,5.14.0,
18368,不安した,不安した,huannsita,,2,5.14.0,
18369,不安して,不安して,huannsite,,3,5.14.0,
18370,不安しよ,不安しよ,huannsiyo,,4,5.14.0,
18371,不安しろ,不安しろ,huannsiro,,5,5.14.0,
18372,不安する,不安する,huannsuru,,6,5.14.0,
18373,不安だけ,不安だけ,huanndake,,7,5.14.0,
18374,不安だな,不安だな,huanndana,,8,5.14.0,
18375,不安の鬼,不安の鬼,huannnooni,,9,5.14.0,
18376,不安済み,不安済み,huannzumi,,10,5.14.0,
18377,不安待ち,不安待ち,huannmati,,11,5.14.0,
18378,不安忘れ,不安忘れ,huannwasure,,0,5.14.0,
18379,不安漏れ,不安漏れ,huannmore,,1,5.14.0,
18380,不安警察,不安警察,huannkeisatu,,2,5.14.0,
18381,不安太郎,不安太郎,huanntarou,,3,5.14.0,
18382,あの年越,あの年越,anotosikosi,,4,5.14.0,
18383,この年越,この年越,konotosikosi,,5,5.14.0,
18384,その年越,その年越,sonotosikosi,,6,5.14.0,
18385,どの年越,どの年越,donotosikosi,,7,5.14.0,
18386,すぐ年越,すぐ年越,sugutosikosi,,8,5.14.0,
18387,また年越,また年越,matatosikosi,,9,5.14.0,
18388,まだ年越,まだ年越,madatosikosi,,10,5.14.0,
18389,もう年越,もう年越,moutosikosi,,11,5.14.0,
18390,マイ年越,マイ年越,maitosikosi,,0,5.14.0,
18391,俺の年越,俺の年越,orenotosikosi,,1,5.14.0,
18392,鬼の年越,鬼の年越,oninotosikosi,,2,5.14.0,
18393,君の年越,君の年越,kiminotosikosi,,3,5.14.0,
18394,私の年越,私の年越,watasinotosikosi,,4,5.14.0,
18395,僕の年越,僕の年越,bokunotosikosi,,5,5.14.0,
18396,夢の年越,夢の年越,yumenotosikosi,,6,5.14.0,
18397,魔の年越,魔の年越,manotosikosi,,7,5.14.0,
18398,一部年越,一部年越,itibutosikosi,,8,5.14.0,
18399,全部年越,全部年越,zennbutosikosi,,9,5.14.0,
18400,全員年越,全員年越,zenninntosikosi,,10,5.14.0,
18401,年越あり,年越あり,tosikosiari,,11,5.14.0,
18402,年越ある,年越ある,tosikosiaru,,0,5.14.0,
18403,年越ない,年越ない,tosikosinai,,1,5.14.0,
18404,年越なし,年越なし,tosikosinasi,,2,5.14.0,
18405,年越かな,年越かな,tosikosikana,,3,5.14.0,
18406,年越かも,年越かも,tosikosikamo,,4,5.14.0,
18407,年越かよ,年越かよ,tosikosikayo,,5,5.14.0,
18408,年越した,年越した,tosikosisita,,6,5.14.0,
18409,年越して,年越して,tosikosisite,,7,5.14.0,
18410,年越しよ,年越しよ,tosikosisiyo,,8,5.14.0,
18411,年越しろ,年越しろ,tosikosisiro,,9,5.14.0,
18412,年越する,年越する,tosikosisuru,,10,5.14.0,
18413,年越だけ,年越だけ,tosikosidake,,11,5.14.0,
18414,年越だな,年越だな,tosikosidana,,0,5.14.0,
18415,年越だね,年越だね,tosikosidane,,1,5.14.0,
18416,年越だよ,年越だよ,tosikosidayo,,2,5.14.0,
18417,年越です,年越です,tosikosidesu,,3,5.14.0,
18418,年越では,年越では,tosikosideha,,4,5.14.0,
18419,年越の鬼,年越の鬼,tosikosinooni,,5,5.14.0,
18420,年越済み,年越済み,tosikosizumi,,6,5.14.0,
18421,年越待ち,年越待ち,tosikosimati,,7,5.14.0,
18422,年越忘れ,年越忘れ,tosikosiwasure,,8,5.14.0,
18423,年越漏れ,年越漏れ,tosikosimore,,9,5.14.0,
18424,年越界隈,年越界隈,tosikosikaiwai,,10,5.14.0,
18425,年越警察,年越警察,tosikosikeisatu,,11,5.14.0,
18426,年越太郎,年越太郎,tosikositarou,,0,5.14.0,
18427,年越魔族,年越魔族,tosikosimazoku,,1,5.14.0,
18428,新年,新年,sinnnenn,serif,2,5.14.0,
18429,あの新年,あの新年,anosinnnenn,,3,5.14.0,
18430,この新年,この新年,konosinnnenn,,4,5.14.0,
18431,その新年,その新年,sonosinnnenn,,5,5.14.0,
18432,どの新年,どの新年,donosinnnenn,,6,5.14.0,
18433,すぐ新年,すぐ新年,sugusinnnenn,,7,5.14.0,
18434,また新年,また新年,matasinnnenn,,8,5.14.0,
18435,まだ新年,まだ新年,madasinnnenn,,9,5.14.0,
18436,もう新年,もう新年,mousinnnenn,,10,5.14.0,
18437,マイ新年,マイ新年,maisinnnenn,,11,5.14.0,
18438,俺の新年,俺の新年,orenosinnnenn,,0,5.14.0,
18439,鬼の新年,鬼の新年,oninosinnnenn,,1,5.14.0,
18440,君の新年,君の新年,kiminosinnnenn,,2,5.14.0,
18441,私の新年,私の新年,watasinosinnnenn,,3,5.14.0,
18442,僕の新年,僕の新年,bokunosinnnenn,,4,5.14.0,
18443,夢の新年,夢の新年,yumenosinnnenn,,5,5.14.0,
18444,魔の新年,魔の新年,manosinnnenn,,6,5.14.0,
18445,一部新年,一部新年,itibusinnnenn,,7,5.14.0,
18446,全部新年,全部新年,zennbusinnnenn,,8,5.14.0,
18447,全員新年,全員新年,zenninnsinnnenn,,9,5.14.0,
18448,新年あり,新年あり,sinnnennari,,10,5.14.0,
18449,新年ある,新年ある,sinnnennaru,,11,5.14.0,
18450,新年ない,新年ない,sinnnennnai,,0,5.14.0,
18451,新年なし,新年なし,sinnnennnasi,,1,5.14.0,
18452,新年かな,新年かな,sinnnennkana,,2,5.14.0,
18453,新年かも,新年かも,sinnnennkamo,,3,5.14.0,
18454,新年かよ,新年かよ,sinnnennkayo,,4,5.14.0,
18455,新年した,新年した,sinnnennsita,,5,5.14.0,
18456,新年して,新年して,sinnnennsite,,6,5.14.0,
18457,新年しよ,新年しよ,sinnnennsiyo,,7,5.14.0,
18458,新年しろ,新年しろ,sinnnennsiro,,8,5.14.0,
18459,新年する,新年する,sinnnennsuru,,9,5.14.0,
18460,新年だけ,新年だけ,sinnnenndake,,10,5.14.0,
18461,新年だな,新年だな,sinnnenndana,,11,5.14.0,
18462,新年だね,新年だね,sinnnenndane,,0,5.14.0,
18463,新年だよ,新年だよ,sinnnenndayo,,1,5.14.0,
18464,新年です,新年です,sinnnenndesu,,2,5.14.0,
18465,新年では,新年では,sinnnenndeha,,3,5.14.0,
18466,新年の鬼,新年の鬼,sinnnennnooni,,4,5.14.0,
18467,新年済み,新年済み,sinnnennzumi,,5,5.14.0,
18468,新年待ち,新年待ち,sinnnennmati,,6,5.14.0,
18469,新年忘れ,新年忘れ,sinnnennwasure,,7,5.14.0,
18470,新年漏れ,新年漏れ,sinnnennmore,,8,5.14.0,
18471,新年界隈,新年界隈,sinnnennkaiwai,,9,5.14.0,
18472,新年警察,新年警察,sinnnennkeisatu,,10,5.14.0,
18473,新年太郎,新年太郎,sinnnenntarou,,11,5.14.0,
18474,新年魔族,新年魔族,sinnnennmazoku,,0,5.14.0,
18475,接種,接種,sessyu,serif,1,5.14.0,
18476,あの接種,あの接種,anosessyu,,2,5.14.0,
18477,この接種,この接種,konosessyu,,3,5.14.0,
18478,その接種,その接種,sonosessyu,,4,5.14.0,
18479,どの接種,どの接種,donosessyu,,5,5.14.0,
18480,すぐ接種,すぐ接種,sugusessyu,,6,5.14.0,
18481,また接種,また接種,matasessyu,,7,5.14.0,
18482,まだ接種,まだ接種,madasessyu,,8,5.14.0,
18483,もう接種,もう接種,mousessyu,,9,5.14.0,
18484,マイ接種,マイ接種,maisessyu,,10,5.14.0,
18485,俺の接種,俺の接種,orenosessyu,,11,5.14.0,
18486,鬼の接種,鬼の接種,oninosessyu,,0,5.14.0,
18487,君の接種,君の接種,kiminosessyu,,1,5.14.0,
18488,私の接種,私の接種,watasinosessyu,,2,5.14.0,
18489,僕の接種,僕の接種,bokunosessyu,,3,5.14.0,
18490,夢の接種,夢の接種,yumenosessyu,,4,5.14.0,
18491,魔の接種,魔の接種,manosessyu,,5,5.14.0,
18492,一部接種,一部接種,itibusessyu,,6,5.14.0,
18493,全部接種,全部接種,zennbusessyu,,7,5.14.0,
18494,全員接種,全員接種,zenninnsessyu,,8,5.14.0,
18495,接種あり,接種あり,sessyuari,,9,5.14.0,
18496,接種ある,接種ある,sessyuaru,,10,5.14.0,
18497,接種ない,接種ない,sessyunai,,11,5.14.0,
18498,接種なし,接種なし,sessyunasi,,0,5.14.0,
18499,接種かな,接種かな,sessyukana,,1,5.14.0,
18500,接種かも,接種かも,sessyukamo,,2,5.14.0,
18501,接種かよ,接種かよ,sessyukayo,,3,5.14.0,
18502,接種した,接種した,sessyusita,,4,5.14.0,
18503,接種して,接種して,sessyusite,,5,5.14.0,
18504,接種しよ,接種しよ,sessyusiyo,,6,5.14.0,
18505,接種しろ,接種しろ,sessyusiro,,7,5.14.0,
18506,接種する,接種する,sessyusuru,,8,5.14.0,
18507,接種だけ,接種だけ,sessyudake,,9,5.14.0,
18508,接種だな,接種だな,sessyudana,,10,5.14.0,
18509,接種だね,接種だね,sessyudane,,11,5.14.0,
18510,接種だよ,接種だよ,sessyudayo,,0,5.14.0,
18511,接種です,接種です,sessyudesu,,1,5.14.0,
18512,接種では,接種では,sessyudeha,,2,5.14.0,
18513,接種の鬼,接種の鬼,sessyunooni,,3,5.14.0,
18514,接種済み,接種済み,sessyuzumi,,4,5.14.0,
18515,接種待ち,接種待ち,sessyumati,,5,5.14.0,
18516,接種忘れ,接種忘れ,sessyuwasure,,6,5.14.0,
18517,接種漏れ,接種漏れ,sessyumore,,7,5.14.0,
18518,接種界隈,接種界隈,sessyukaiwai,,8,5.14.0,
18519,接種警察,接種警察,sessyukeisatu,,9,5.14.0,
18520,接種太郎,接種太郎,sessyutarou,,10,5.14.0,
18521,接種魔族,接種魔族,sessyumazoku,,11,5.14.0,
18522,結婚,結婚,kekkonn,serif,0,5.14.0,
18523,あの結婚,あの結婚,anokekkonn,,1,5.14.0,
18524,この結婚,この結婚,konokekkonn,,2,5.14.0,
18525,その結婚,その結婚,sonokekkonn,,3,5.14.0,
18526,どの結婚,どの結婚,donokekkonn,,4,5.14.0,
18527,すぐ結婚,すぐ結婚,sugukekkonn,,5,5.14.0,
18528,また結婚,また結婚,matakekkonn,,6,5.14.0,
18529,まだ結婚,まだ結婚,madakekkonn,,7,5.14.0,
18530,もう結婚,もう結婚,moukekkonn,,8,5.14.0,
18531,マイ結婚,マイ結婚,maikekkonn,,9,5.14.0,
18532,俺の結婚,俺の結婚,orenokekkonn,,10,5.14.0,
18533,鬼の結婚,鬼の結婚,oninokekkonn,,11,5.14.0,
18534,君の結婚,君の結婚,kiminokekkonn,,0,5.14.0,
18535,私の結婚,私の結婚,watasinokekkonn,,1,5.14.0,
18536,僕の結婚,僕の結婚,bokunokekkonn,,2,5.14.0,
18537,夢の結婚,夢の結婚,yumenokekkonn,,3,5.14.0,
18538,魔の結婚,魔の結婚,manokekkonn,,4,5.14.0,
18539,一部結婚,一部結婚,itibukekkonn,,5,5.14.0,
18540,全部結婚,全部結婚,zennbukekkonn,,6,5.14.0,
18541,全員結婚,全員結婚,zenninnkekkonn,,7,5.14.0,
18542,結婚あり,結婚あり,kekkonnari,,8,5.14.0,
18543,結婚ある,結婚ある,kekkonnaru,,9,5.14.0,
18544,結婚ない,結婚ない,kekkonnnai,,10,5.14.0,
18545,結婚なし,結婚なし,kekkonnnasi,,11,5.14.0,
18546,結婚かな,結婚かな,kekkonnkana,,0,5.14.0,
18547,結婚かも,結婚かも,kekkonnkamo,,1,5.14.0,
18548,結婚かよ,結婚かよ,kekkonnkayo,,2,5.14.0,
18549,結婚した,結婚した,kekkonnsita,,3,5.14.0,
18550,結婚して,結婚して,kekkonnsite,,4,5.14.0,
18551,結婚しよ,結婚しよ,kekkonnsiyo,,5,5.14.0,
18552,結婚しろ,結婚しろ,kekkonnsiro,,6,5.14.0,
18553,結婚する,結婚する,kekkonnsuru,,7,5.14.0,
18554,結婚だけ,結婚だけ,kekkonndake,,8,5.14.0,
18555,結婚だな,結婚だな,kekkonndana,,9,5.14.0,
18556,結婚だね,結婚だね,kekkonndane,,10,5.14.0,
18557,結婚だよ,結婚だよ,kekkonndayo,,11,5.14.0,
18558,結婚です,結婚です,kekkonndesu,,0,5.14.0,
18559,結婚では,結婚では,kekkonndeha,,1,5.14.0,
18560,結婚の鬼,結婚の鬼,kekkonnnooni,,2,5.14.0,
18561,結婚済み,結婚済み,kekkonnzumi,,3,5.14.0,
18562,結婚待ち,結婚待ち,kekkonnmati,,4,5.14.0,
18563,結婚忘れ,結婚忘れ,kekkonnwasure,,5,5.14.0,
18564,結婚漏れ,結婚漏れ,kekkonnmore,,6,5.14.0,
18565,結婚界隈,結婚界隈,kekkonnkaiwai,,7,5.14.0,
18566,結婚警察,結婚警察,kekkonnkeisatu,,8,5.14.0,
18567,結婚太郎,結婚太郎,kekkonntarou,,9,5.14.0,
18568,結婚魔族,結婚魔族,kekkonnmazoku,,10,5.14.0,
18569,結婚成功,結婚成功,kekkonnseikou,,11,5.14.0,
18570,結婚失敗,結婚失敗,kekkonnsippai,,0,5.14.0,
18571,婚活,婚活,konnkatu,serif,1,5.14.0,
18572,あの婚活,あの婚活,anokonnkatu,,2,5.14.0,
18573,この婚活,この婚活,konokonnkatu,,3,5.14.0,
18574,その婚活,その婚活,sonokonnkatu,,4,5.14.0,
18575,どの婚活,どの婚活,donokonnkatu,,5,5.14.0,
18576,すぐ婚活,すぐ婚活,sugukonnkatu,,6,5.14.0,
18577,また婚活,また婚活,matakonnkatu,,7,5.14.0,
18578,まだ婚活,まだ婚活,madakonnkatu,,8,5.14.0,
18579,もう婚活,もう婚活,moukonnkatu,,9,5.14.0,
18580,マイ婚活,マイ婚活,maikonnkatu,,10,5.14.0,
18581,俺の婚活,俺の婚活,orenokonnkatu,,11,5.14.0,
18582,鬼の婚活,鬼の婚活,oninokonnkatu,,0,5.14.0,
18583,君の婚活,君の婚活,kiminokonnkatu,,1,5.14.0,
18584,私の婚活,私の婚活,watasinokonnkatu,,2,5.14.0,
18585,僕の婚活,僕の婚活,bokunokonnkatu,,3,5.14.0,
18586,夢の婚活,夢の婚活,yumenokonnkatu,,4,5.14.0,
18587,魔の婚活,魔の婚活,manokonnkatu,,5,5.14.0,
18588,一部婚活,一部婚活,itibukonnkatu,,6,5.14.0,
18589,全部婚活,全部婚活,zennbukonnkatu,,7,5.14.0,
18590,全員婚活,全員婚活,zenninnkonnkatu,,8,5.14.0,
18591,婚活あり,婚活あり,konnkatuari,,9,5.14.0,
18592,婚活ある,婚活ある,konnkatuaru,,10,5.14.0,
18593,婚活ない,婚活ない,konnkatunai,,11,5.14.0,
18594,婚活なし,婚活なし,konnkatunasi,,0,5.14.0,
18595,婚活かな,婚活かな,konnkatukana,,1,5.14.0,
18596,婚活かも,婚活かも,konnkatukamo,,2,5.14.0,
18597,婚活かよ,婚活かよ,konnkatukayo,,3,5.14.0,
18598,婚活した,婚活した,konnkatusita,,4,5.14.0,
18599,婚活して,婚活して,konnkatusite,,5,5.14.0,
18600,婚活しよ,婚活しよ,konnkatusiyo,,6,5.14.0,
18601,婚活しろ,婚活しろ,konnkatusiro,,7,5.14.0,
18602,婚活する,婚活する,konnkatusuru,,8,5.14.0,
18603,婚活だけ,婚活だけ,konnkatudake,,9,5.14.0,
18604,婚活だな,婚活だな,konnkatudana,,10,5.14.0,
18605,婚活だね,婚活だね,konnkatudane,,11,5.14.0,
18606,婚活だよ,婚活だよ,konnkatudayo,,0,5.14.0,
18607,婚活です,婚活です,konnkatudesu,,1,5.14.0,
18608,婚活では,婚活では,konnkatudeha,,2,5.14.0,
18609,婚活の鬼,婚活の鬼,konnkatunooni,,3,5.14.0,
18610,婚活済み,婚活済み,konnkatuzumi,,4,5.14.0,
18611,婚活待ち,婚活待ち,konnkatumati,,5,5.14.0,
18612,婚活忘れ,婚活忘れ,konnkatuwasure,,6,5.14.0,
18613,婚活漏れ,婚活漏れ,konnkatumore,,7,5.14.0,
18614,婚活界隈,婚活界隈,konnkatukaiwai,,8,5.14.0,
18615,婚活警察,婚活警察,konnkatukeisatu,,9,5.14.0,
18616,婚活太郎,婚活太郎,konnkatutarou,,10,5.14.0,
18617,婚活魔族,婚活魔族,konnkatumazoku,,11,5.14.0,
18618,断罪,断罪,dannzai,serif,0,5.14.0,
18619,あの断罪,あの断罪,anodannzai,,1,5.14.0,
18620,この断罪,この断罪,konodannzai,,2,5.14.0,
18621,その断罪,その断罪,sonodannzai,,3,5.14.0,
18622,どの断罪,どの断罪,donodannzai,,4,5.14.0,
18623,すぐ断罪,すぐ断罪,sugudannzai,,5,5.14.0,
18624,また断罪,また断罪,matadannzai,,6,5.14.0,
18625,まだ断罪,まだ断罪,madadannzai,,7,5.14.0,
18626,もう断罪,もう断罪,moudannzai,,8,5.14.0,
18627,マイ断罪,マイ断罪,maidannzai,,9,5.14.0,
18628,俺の断罪,俺の断罪,orenodannzai,,10,5.14.0,
18629,鬼の断罪,鬼の断罪,oninodannzai,,11,5.14.0,
18630,君の断罪,君の断罪,kiminodannzai,,0,5.14.0,
18631,私の断罪,私の断罪,watasinodannzai,,1,5.14.0,
18632,僕の断罪,僕の断罪,bokunodannzai,,2,5.14.0,
18633,夢の断罪,夢の断罪,yumenodannzai,,3,5.14.0,
18634,魔の断罪,魔の断罪,manodannzai,,4,5.14.0,
18635,一部断罪,一部断罪,itibudannzai,,5,5.14.0,
18636,全部断罪,全部断罪,zennbudannzai,,6,5.14.0,
18637,全員断罪,全員断罪,zenninndannzai,,7,5.14.0,
18638,断罪あり,断罪あり,dannzaiari,,8,5.14.0,
18639,断罪ある,断罪ある,dannzaiaru,,9,5.14.0,
18640,断罪ない,断罪ない,dannzainai,,10,5.14.0,
18641,断罪なし,断罪なし,dannzainasi,,11,5.14.0,
18642,断罪かな,断罪かな,dannzaikana,,0,5.14.0,
18643,断罪かも,断罪かも,dannzaikamo,,1,5.14.0,
18644,断罪かよ,断罪かよ,dannzaikayo,,2,5.14.0,
18645,断罪した,断罪した,dannzaisita,,3,5.14.0,
18646,断罪して,断罪して,dannzaisite,,4,5.14.0,
18647,断罪しよ,断罪しよ,dannzaisiyo,,5,5.14.0,
18648,断罪しろ,断罪しろ,dannzaisiro,,6,5.14.0,
18649,断罪する,断罪する,dannzaisuru,,7,5.14.0,
18650,断罪だけ,断罪だけ,dannzaidake,,8,5.14.0,
18651,断罪だな,断罪だな,dannzaidana,,9,5.14.0,
18652,断罪だね,断罪だね,dannzaidane,,10,5.14.0,
18653,断罪だよ,断罪だよ,dannzaidayo,,11,5.14.0,
18654,断罪です,断罪です,dannzaidesu,,0,5.14.0,
18655,断罪では,断罪では,dannzaideha,,1,5.14.0,
18656,断罪の鬼,断罪の鬼,dannzainooni,,2,5.14.0,
18657,断罪済み,断罪済み,dannzaizumi,,3,5.14.0,
18658,断罪待ち,断罪待ち,dannzaimati,,4,5.14.0,
18659,断罪忘れ,断罪忘れ,dannzaiwasure,,5,5.14.0,
18660,断罪漏れ,断罪漏れ,dannzaimore,,6,5.14.0,
18661,断罪界隈,断罪界隈,dannzaikaiwai,,7,5.14.0,
18662,断罪警察,断罪警察,dannzaikeisatu,,8,5.14.0,
18663,断罪太郎,断罪太郎,dannzaitarou,,9,5.14.0,
18664,断罪魔族,断罪魔族,dannzaimazoku,,10,5.14.0,
18665,復旧,復旧,hukkyuu,serif,11,5.14.0,
18666,あの復旧,あの復旧,anohukkyuu,,0,5.14.0,
18667,この復旧,この復旧,konohukkyuu,,1,5.14.0,
18668,その復旧,その復旧,sonohukkyuu,,2,5.14.0,
18669,どの復旧,どの復旧,donohukkyuu,,3,5.14.0,
18670,すぐ復旧,すぐ復旧,suguhukkyuu,,4,5.14.0,
18671,また復旧,また復旧,matahukkyuu,,5,5.14.0,
18672,まだ復旧,まだ復旧,madahukkyuu,,6,5.14.0,
18673,もう復旧,もう復旧,mouhukkyuu,,7,5.14.0,
18674,マイ復旧,マイ復旧,maihukkyuu,,8,5.14.0,
18675,俺の復旧,俺の復旧,orenohukkyuu,,9,5.14.0,
18676,鬼の復旧,鬼の復旧,oninohukkyuu,,10,5.14.0,
18677,君の復旧,君の復旧,kiminohukkyuu,,11,5.14.0,
18678,私の復旧,私の復旧,watasinohukkyuu,,0,5.14.0,
18679,僕の復旧,僕の復旧,bokunohukkyuu,,1,5.14.0,
18680,夢の復旧,夢の復旧,yumenohukkyuu,,2,5.14.0,
18681,魔の復旧,魔の復旧,manohukkyuu,,3,5.14.0,
18682,一部復旧,一部復旧,itibuhukkyuu,,4,5.14.0,
18683,全部復旧,全部復旧,zennbuhukkyuu,,5,5.14.0,
18684,全員復旧,全員復旧,zenninnhukkyuu,,6,5.14.0,
18685,復旧あり,復旧あり,hukkyuuari,,7,5.14.0,
18686,復旧ある,復旧ある,hukkyuuaru,,8,5.14.0,
18687,復旧ない,復旧ない,hukkyuunai,,9,5.14.0,
18688,復旧なし,復旧なし,hukkyuunasi,,10,5.14.0,
18689,復旧かな,復旧かな,hukkyuukana,,11,5.14.0,
18690,復旧かも,復旧かも,hukkyuukamo,,0,5.14.0,
18691,復旧かよ,復旧かよ,hukkyuukayo,,1,5.14.0,
18692,復旧した,復旧した,hukkyuusita,,2,5.14.0,
18693,復旧して,復旧して,hukkyuusite,,3,5.14.0,
18694,復旧しよ,復旧しよ,hukkyuusiyo,,4,5.14.0,
18695,復旧しろ,復旧しろ,hukkyuusiro,,5,5.14.0,
18696,復旧する,復旧する,hukkyuusuru,,6,5.14.0,
18697,復旧だけ,復旧だけ,hukkyuudake,,7,5.14.0,
18698,復旧だな,復旧だな,hukkyuudana,,8,5.14.0,
18699,復旧だね,復旧だね,hukkyuudane,,9,5.14.0,
18700,復旧だよ,復旧だよ,hukkyuudayo,,10,5.14.0,
18701,復旧です,復旧です,hukkyuudesu,,11,5.14.0,
18702,復旧では,復旧では,hukkyuudeha,,0,5.14.0,
18703,復旧の鬼,復旧の鬼,hukkyuunooni,,1,5.14.0,
18704,復旧済み,復旧済み,hukkyuuzumi,,2,5.14.0,
18705,復旧待ち,復旧待ち,hukkyuumati,,3,5.14.0,
18706,復旧忘れ,復旧忘れ,hukkyuuwasure,,4,5.14.0,
18707,復旧漏れ,復旧漏れ,hukkyuumore,,5,5.14.0,
18708,復旧界隈,復旧界隈,hukkyuukaiwai,,6,5.14.0,
18709,復旧警察,復旧警察,hukkyuukeisatu,,7,5.14.0,
18710,復旧太郎,復旧太郎,hukkyuutarou,,8,5.14.0,
18711,復旧魔族,復旧魔族,hukkyuumazoku,,9,5.14.0,
18712,記憶,記憶,kioku,serif,10,5.14.0,
18713,あの記憶,あの記憶,anokioku,,11,5.14.0,
18714,この記憶,この記憶,konokioku,,0,5.14.0,
18715,その記憶,その記憶,sonokioku,,1,5.14.0,
18716,どの記憶,どの記憶,donokioku,,2,5.14.0,
18717,すぐ記憶,すぐ記憶,sugukioku,,3,5.14.0,
18718,また記憶,また記憶,matakioku,,4,5.14.0,
18719,まだ記憶,まだ記憶,madakioku,,5,5.14.0,
18720,もう記憶,もう記憶,moukioku,,6,5.14.0,
18721,マイ記憶,マイ記憶,maikioku,,7,5.14.0,
18722,俺の記憶,俺の記憶,orenokioku,,8,5.14.0,
18723,鬼の記憶,鬼の記憶,oninokioku,,9,5.14.0,
18724,君の記憶,君の記憶,kiminokioku,,10,5.14.0,
18725,私の記憶,私の記憶,watasinokioku,,11,5.14.0,
18726,僕の記憶,僕の記憶,bokunokioku,,0,5.14.0,
18727,夢の記憶,夢の記憶,yumenokioku,,1,5.14.0,
18728,魔の記憶,魔の記憶,manokioku,,2,5.14.0,
18729,一部記憶,一部記憶,itibukioku,,3,5.14.0,
18730,全部記憶,全部記憶,zennbukioku,,4,5.14.0,
18731,全員記憶,全員記憶,zenninnkioku,,5,5.14.0,
18732,記憶あり,記憶あり,kiokuari,,6,5.14.0,
18733,記憶ある,記憶ある,kiokuaru,,7,5.14.0,
18734,記憶ない,記憶ない,kiokunai,,8,5.14.0,
18735,記憶なし,記憶なし,kiokunasi,,9,5.14.0,
18736,記憶かな,記憶かな,kiokukana,,10,5.14.0,
18737,記憶かも,記憶かも,kiokukamo,,11,5.14.0,
18738,記憶かよ,記憶かよ,kiokukayo,,0,5.14.0,
18739,記憶した,記憶した,kiokusita,,1,5.14.0,
18740,記憶して,記憶して,kiokusite,,2,5.14.0,
18741,記憶しよ,記憶しよ,kiokusiyo,,3,5.14.0,
18742,記憶しろ,記憶しろ,kiokusiro,,4,5.14.0,
18743,記憶する,記憶する,kiokusuru,,5,5.14.0,
18744,記憶だけ,記憶だけ,kiokudake,,6,5.14.0,
18745,記憶だな,記憶だな,kiokudana,,7,5.14.0,
18746,記憶だね,記憶だね,kiokudane,,8,5.14.0,
18747,記憶だよ,記憶だよ,kiokudayo,,9,5.14.0,
18748,記憶です,記憶です,kiokudesu,,10,5.14.0,
18749,記憶では,記憶では,kiokudeha,,11,5.14.0,
18750,記憶の鬼,記憶の鬼,kiokunooni,,0,5.14.0,
18751,記憶済み,記憶済み,kiokuzumi,,1,5.14.0,
18752,記憶待ち,記憶待ち,kiokumati,,2,5.14.0,
18753,記憶忘れ,記憶忘れ,kiokuwasure,,3,5.14.0,
18754,記憶漏れ,記憶漏れ,kiokumore,,4,5.14.0,
18755,記憶界隈,記憶界隈,kiokukaiwai,,5,5.14.0,
18756,記憶警察,記憶警察,kiokukeisatu,,6,5.14.0,
18757,記憶太郎,記憶太郎,kiokutarou,,7,5.14.0,
18758,記憶魔族,記憶魔族,kiokumazoku,,8,5.14.0,
18759,ズレ,ズレ,zure,serif,9,5.14.0,
18760,あのズレ,あのズレ,anozure,,10,5.14.0,
18761,このズレ,このズレ,konozure,,11,5.14.0,
18762,そのズレ,そのズレ,sonozure,,0,5.14.0,
18763,どのズレ,どのズレ,donozure,,1,5.14.0,
18764,すぐズレ,すぐズレ,suguzure,,2,5.14.0,
18765,またズレ,またズレ,matazure,,3,5.14.0,
18766,まだズレ,まだズレ,madazure,,4,5.14.0,
18767,もうズレ,もうズレ,mouzure,,5,5.14.0,
18768,マイズレ,マイズレ,maizure,,6,5.14.0,
18769,俺のズレ,俺のズレ,orenozure,,7,5.14.0,
18770,鬼のズレ,鬼のズレ,oninozure,,8,5.14.0,
18771,君のズレ,君のズレ,kiminozure,,9,5.14.0,
18772,私のズレ,私のズレ,watasinozure,,10,5.14.0,
18773,僕のズレ,僕のズレ,bokunozure,,11,5.14.0,
18774,夢のズレ,夢のズレ,yumenozure,,0,5.14.0,
18775,魔のズレ,魔のズレ,manozure,,1,5.14.0,
